subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Voters,3/2/2018,11/9/2017,11/13/2017,Ipsos,A-,1236,rv,.1163445,0,43,33,47.61713,36.87743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50448,79606,11/14/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/9/2017,11/14/2017,McLaughlin & Associates,C-,1000,lv,.7198046,0,46,40,47.92859,37.48812,"","",http://mclaughlinonline.com/2017/11/16/ma-national-survey-results-11-14-17/,50469,79637,11/15/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/10/2017,11/14/2017,Ipsos,A-,1246,rv,.1174377,0,42.4,34.4,47.01713,38.27743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50482,79670,11/15/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/12/2017,11/14/2017,YouGov,B,1277,rv,.518897,0,42,34,47.39206,37.22845,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/pv5v29parb/econTabReport.pdf,50458,79623,11/15/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/11/2017,11/15/2017,Ipsos,A-,1283,rv,.1210338,0,42.7,34.6,47.31713,38.47742,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50481,79669,11/16/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/12/2017,11/16/2017,Ipsos,A-,1338,rv,.1263094,0,42.7,35.3,47.31713,39.17743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50480,79668,11/17/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/13/2017,11/15/2017,Marist College,A,802,rv,1.294291,0,43,40,42.84012,40.23486,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us171112_PBS/NPR_PBS%20NewsHour_Marist%20Poll_Nature%20of%20the%20Sample%20and%20Tables_Civility%20and%20Politics_November%202017.pdf,50490,79680,11/16/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/13/2017,11/17/2017,Ipsos,A-,1358,rv,.1282818,0,42.3,34.9,46.91713,38.77743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50498,79701,11/18/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/14/2017,11/18/2017,Ipsos,A-,1277,rv,.1207143,0,41.9,35,46.51713,38.87743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50497,79700,11/19/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/15/2017,11/19/2017,Ipsos,A-,1268,rv,.119936,0,42.9,33.1,47.51713,36.97742,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50496,79699,11/20/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/16/2017,11/20/2017,Ipsos,A-,1246,rv,.1179166,0,42.3,32.9,46.91713,36.77743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50495,79698,11/21/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/16/2017,11/19/2017,Morning Consult,"",2586,rv,.4519927,0,43,36,47.40178,36.60244,"","",https://morningconsult.com/wp-content/uploads/2017/11/171109_topline_Politico_v1_AP-2.pdf,50499,79694,11/20/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/17/2017,11/21/2017,Ipsos,A-,1179,rv,.1116002,0,41.1,33.1,45.71712,36.97742,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50513,79724,11/22/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/18/2017,11/22/2017,Ipsos,A-,1194,rv,.1130283,0,41.4,32.7,46.01713,36.57743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50512,79723,11/23/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/19/2017,11/21/2017,YouGov,B,1333,rv,.5397399,0,42,33,47.39206,36.22845,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/g5yvmbyxrd/econTabReport.pdf,50501,79706,11/22/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/19/2017,11/23/2017,Ipsos,A-,1262,rv,.1194414,0,42,32,46.61713,35.87743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50511,79722,11/24/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/20/2017,11/24/2017,Ipsos,A-,1320,rv,.1248329,0,41.9,33.4,46.51713,37.27743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50560,79804,11/25/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/21/2017,11/25/2017,Morning Consult,"",1994,rv,.3603756,0,42,36,46.40178,36.60244,"","",https://morningconsult.com/wp-content/uploads/2017/11/171112_crosstabs_Politico_v1_AP.pdf,50555,79793,11/26/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/21/2017,11/25/2017,Ipsos,A-,1324,rv,.1250364,0,39.8,35,44.41713,38.87743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50558,79796,11/26/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/22/2017,11/26/2017,Ipsos,A-,1386,rv,.1306262,0,40.8,33.8,45.41713,37.67743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50557,79795,11/27/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/23/2017,11/27/2017,Ipsos,A-,1571,rv,.1476802,0,40.9,34.9,45.51713,38.77743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50556,79794,11/28/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/24/2017,11/28/2017,Ipsos,A-,1594,rv,.1494011,0,40.3,34.9,44.91713,38.77743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50610,79867,11/29/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/26/2017,11/28/2017,YouGov,B,1313,rv,.5312026,0,41,35,46.39206,38.22845,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/8hs5rikuhd/econTabReport.pdf,50554,79791,11/29/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/25/2017,11/29/2017,Ipsos,A-,1571,rv,.1468138,0,40.1,33.3,44.71712,37.17743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50609,79866,11/30/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/26/2017,11/30/2017,Ipsos,A-,1567,rv,.1460171,0,41.3,33,45.91713,36.87743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50608,79865,12/1/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/27/2017,12/1/2017,Ipsos,A-,1560,rv,.1449517,0,41.1,34.3,45.71712,38.17743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50631,79905,12/2/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/28/2017,12/2/2017,Ipsos,A-,1359,rv,.1259239,0,41.2,34.2,45.81713,38.07743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50630,79904,12/3/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/29/2017,12/3/2017,Ipsos,A-,1303,rv,.1204018,0,40.9,35.9,45.51713,39.77743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50629,79903,12/4/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/30/2017,12/4/2017,Ipsos,A-,1276,rv,.1175853,0,41,37.1,45.61713,40.97742,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50628,79902,12/5/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/1/2017,12/3/2017,Morning Consult,"",1997,rv,.3890032,0,40,38,44.40178,38.60244,"","",https://morningconsult.com/wp-content/uploads/2017/12/171117_crosstabs_POLITICO_v1_AP-1.pdf,50635,79916,12/4/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/29/2017,12/4/2017,Quinnipiac University,A-,1508,rv,1.330859,0,50,36,47.48565,36.00731,"","",https://poll.qu.edu/images/polling/us/us12052017_ufrt567.pdf/,50627,79893,12/5/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/1/2017,12/5/2017,Ipsos,A-,1258,rv,.1156095,0,40.7,36,45.31713,39.87743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50651,79942,12/6/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/3/2017,12/5/2017,YouGov,B,1337,rv,.5414104,0,42,36,47.39206,39.22845,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/jhdmzhxe6k/econTabReport.pdf,50636,79919,12/6/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/2/2017,12/6/2017,Ipsos,A-,1247,rv,.1142801,0,41.2,34.4,45.81713,38.27743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50650,79941,12/7/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/3/2017,12/7/2017,Ipsos,A-,1234,rv,.1127668,0,41.3,33.5,45.91713,37.37743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50649,79940,12/8/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/4/2017,12/8/2017,Ipsos,A-,1234,rv,.1124317,0,41.5,33.1,46.11713,36.97742,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50663,79968,12/9/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/4/2017,12/7/2017,Marist College,A,1079,rv,1.774633,0,50,37,49.84012,37.23486,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us171204_KoC/Marist%20Poll%20National%20Nature%20of%20the%20Sample%20and%20Tables_December%202017.pdf#page=3,50655,79951,12/8/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/5/2017,12/9/2017,Ipsos,A-,1206,rv,.1095238,0,42.4,32.3,47.01713,36.17743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50662,79967,12/10/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/6/2017,12/10/2017,Ipsos,A-,1157,rv,.1047037,0,41.8,32.2,46.41713,36.07743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50661,79966,12/11/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/6/2017,12/11/2017,Quinnipiac University,A-,1211,rv,1.023397,0,49,37,46.48565,37.00731,"","",https://poll.qu.edu/images/polling/us/us12132017_upil22.pdf/,50658,79979,12/12/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/7/2017,12/11/2017,Ipsos,A-,1175,rv,.1058397,0,41,34.1,45.61713,37.97742,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50660,79965,12/12/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/8/2017,12/11/2017,Morning Consult,"",1955,rv,.4215184,0,41,36,45.40178,36.60244,"","",https://www.politico.com/f/?id=00000160-4b8b-d2ac-a1f2-fbff7cee0001,50657,79981,12/12/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/8/2017,12/12/2017,Ipsos,A-,1185,rv,.1062941,0,42.5,33.1,47.11713,36.97742,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50697,80021,12/13/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/10/2017,12/12/2017,YouGov,B,1328,rv,.5406506,0,44,36,49.39206,39.22845,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/gptk5yjub1/econTabReport.pdf,50667,79980,12/13/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/10/2017,12/12/2017,Monmouth University,A+,702,rv,1.496971,0,51,36,50.41758,35.13195,"","",https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_121317/,50666,79976,12/13/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/9/2017,12/13/2017,Ipsos,A-,1513,rv,.1351791,0,42.4,32.5,47.01713,36.37743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50696,80020,12/14/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/10/2017,12/14/2017,Ipsos,A-,1889,rv,.1681831,0,42.3,33.3,46.91713,37.17743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50695,80019,12/15/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/11/2017,12/12/2017,Public Policy Polling,B+,862,rv,1.282379,0,51,40,49.69369,39.59914,"","",https://www.publicpolicypolling.com/wp-content/uploads/2017/12/PPP_Release_National_121417.pdf,50689,80008,12/13/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/11/2017,12/15/2017,Ipsos,A-,2100,rv,.1864589,0,42.2,33.4,46.81713,37.27743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50714,80052,12/16/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/13/2017,12/15/2017,NBC News/Wall Street Journal,A-,736,rv,1.269194,0,50,39,49.19416,37.46187,"","",http://msnbcmedia.msn.com/i/MSNBC/Sections/17505%20NBCWSJ%20December%20Poll%20(12-17-17%20Release).pdf,50700,80028,12/16/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/12/2017,12/16/2017,Ipsos,A-,2188,rv,.1939187,0,43.2,31.8,47.81713,35.67743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50713,80051,12/17/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/13/2017,12/17/2017,Ipsos,A-,2204,rv,.1951867,0,43.3,32,47.91713,35.87743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50712,80050,12/18/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/13/2017,12/16/2017,OH Predictive Insights / MBQF,C+,1004,lv,1.088791,0,47.5,37.8,48.05656,37.60705,"","",http://createsend.com/t/i-00D7F4F3E193DB052540EF23F30FEDED,50719,80066,12/17/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/14/2017,12/18/2017,Morning Consult,"",1991,rv,.4737007,0,44,34,48.40178,34.60244,"","",https://morningconsult.com/wp-content/uploads/2017/12/171209_crosstabs_POLITICO_v1_AP-1.pdf,50710,80067,12/19/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/14/2017,12/18/2017,McLaughlin & Associates,C-,1000,lv,.68637,0,45,44,46.92859,41.48812,"","",http://mclaughlinonline.com/2017/12/20/december-national-survey-results/,50718,80064,12/19/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/14/2017,12/17/2017,Public Opinion Strategies,B,800,rv,1.161038,0,49,37,49.00074,37.11537,"","",http://www.washingtonexaminer.com/republican-poll-shows-political-challenges-possible-benefits-of-passing-tax-bill/article/2643873,50705,80033,12/18/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/14/2017,12/18/2017,Ipsos,A-,2291,rv,.2029488,0,44.6,32.5,49.21712,36.37743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50711,80049,12/19/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/13/2017,12/18/2017,Quinnipiac University,A-,1230,rv,1.073385,0,52,37,49.48565,37.00731,"","",https://poll.qu.edu/images/polling/us/us12192017_ut17754.pdf/,50708,80038,12/19/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/14/2017,12/17/2017,CNN/SSRS,"",898,rv,1.232971,0,56,38,53.08589,36.68859,"","",http://cdn.cnn.com/cnn/2017/images/12/20/rel12b.-.2018.pdf,50707,80059,12/18/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/15/2017,12/19/2017,Ipsos,A-,1937,rv,.1718289,0,46.1,31.7,50.71712,35.57743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50730,80079,12/20/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/16/2017,12/20/2017,Ipsos,A-,1793,rv,.1593799,0,46.8,32.3,51.41713,36.17743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50729,80078,12/21/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/17/2017,12/19/2017,YouGov,B,1280,rv,.5250535,0,44,35,49.39206,38.22845,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/d4v1jp5sni/econTabReport.pdf,50717,80065,12/20/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/17/2017,12/21/2017,Ipsos,A-,1727,rv,.1539029,0,46.8,32.7,51.41713,36.57743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50728,80077,12/22/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/18/2017,12/22/2017,Ipsos,A-,1753,rv,.1566793,0,47.2,32,51.81713,35.87743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50735,80101,12/23/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/19/2017,12/23/2017,Ipsos,A-,1339,rv,.1200796,0,46.5,31,51.11713,34.87743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50734,80100,12/24/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/20/2017,12/24/2017,Ipsos,A-,1240,rv,.111577,0,45.1,31.1,49.71712,34.97743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50733,80099,12/25/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/21/2017,12/25/2017,Ipsos,A-,1208,rv,.1090529,0,46,30.8,50.61713,34.67743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50732,80098,12/26/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/22/2017,12/26/2017,Ipsos,A-,1218,rv,.1102919,0,45.7,30.7,50.31713,34.57743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50746,80118,12/27/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/23/2017,12/27/2017,Ipsos,A-,1212,rv,.1100619,0,45.1,30.3,49.71712,34.17743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50745,80117,12/28/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/24/2017,12/26/2017,YouGov,B,1236,rv,.5127833,0,44,36,49.39206,39.22845,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/h41dwa7h84/econTabReport.pdf,50738,80110,12/27/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/24/2017,12/28/2017,Ipsos,A-,1252,rv,.1139751,0,44.8,31.4,49.41713,35.27743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50744,80116,12/29/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/25/2017,12/29/2017,Ipsos,A-,1517,rv,.1384304,0,45.3,33,49.91713,36.87743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50750,80131,12/30/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/26/2017,12/30/2017,Ipsos,A-,1558,rv,.1425594,.0004804,44.7,32.9,49.31713,36.77743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50749,80130,12/31/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,12/27/2017,12/31/2017,Ipsos,A-,1506,rv,.2764101,.0018558,43.3,34.6,47.91713,38.47742,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50760,80152,1/1/2018,18:00:15  2 Mar 2018
Voters,3/2/2018,12/29/2017,1/2/2018,Ipsos,A-,508,rv,.0469815,.0006256,41,33.9,45.61713,37.77743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50759,80151,1/3/2018,18:00:15  2 Mar 2018
Voters,3/2/2018,12/31/2017,1/2/2018,YouGov,B,1273,rv,.527526,.0088901,42,36,47.39206,39.22845,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fzbo62v6dm/econTabReport.pdf,50752,80143,1/3/2018,18:00:15  2 Mar 2018
Voters,3/2/2018,12/30/2017,1/3/2018,Ipsos,A-,786,rv,.0727687,.0012092,39.6,35.2,44.21712,39.07743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50758,80150,1/4/2018,18:00:15  2 Mar 2018
Voters,3/2/2018,12/31/2017,1/4/2018,Ipsos,A-,1055,rv,.0976279,.0019466,41.1,34.4,45.71712,38.27743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50757,80149,1/5/2018,18:00:15  2 Mar 2018
Voters,3/2/2018,1/1/2018,1/5/2018,Ipsos,A-,1355,rv,.1251996,.0029156,41.2,34.6,45.81713,38.47742,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50779,80199,1/6/2018,18:00:15  2 Mar 2018
Voters,3/2/2018,1/2/2018,1/6/2018,Ipsos,A-,1383,rv,.1275347,.0034001,42.2,34.9,46.81713,38.77743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50778,80198,1/7/2018,18:00:15  2 Mar 2018
Voters,3/2/2018,1/3/2018,1/7/2018,Ipsos,A-,1336,rv,.1228925,.003695,42.1,34.2,46.71712,38.07743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50777,80197,1/8/2018,18:00:15  2 Mar 2018
Voters,3/2/2018,1/4/2018,1/5/2018,Morning Consult,"",1988,rv,.4663536,.0127364,44,36,48.40178,36.60244,"","",https://morningconsult.com/wp-content/uploads/2018/01/180102_crosstabs_POLITICO_v1_AP-2.pdf,50770,80176,1/6/2018,18:00:15  2 Mar 2018
Voters,3/2/2018,1/4/2018,1/8/2018,Ipsos,A-,1345,rv,.1233434,.0041339,43.9,33.5,48.51713,37.37743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50776,80196,1/9/2018,18:00:15  2 Mar 2018
Voters,3/2/2018,1/5/2018,1/9/2018,Ipsos,A-,1369,rv,.1250945,.0046303,43.1,34.8,47.71712,38.67743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50793,80219,1/10/2018,18:00:15  2 Mar 2018
Voters,3/2/2018,1/5/2018,1/9/2018,Quinnipiac University,A-,1106,rv,.9780445,.0429095,52,35,49.48565,35.00731,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2512,50782,80209,1/10/2018,18:00:15  2 Mar 2018
Voters,3/2/2018,1/5/2018,1/11/2018,McLaughlin & Associates,C-,1000,lv,.6773498,.0338264,45,42,46.92859,39.48812,"","",http://mclaughlinonline.com/2018/01/15/monthly-national-survey-results-january/,50796,80232,1/12/2018,18:00:15  2 Mar 2018
Voters,3/2/2018,1/6/2018,1/10/2018,Ipsos,A-,1320,rv,.1201481,.0048735,43,34.7,47.61713,38.57743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50792,80218,1/11/2018,18:00:15  2 Mar 2018
Voters,3/2/2018,1/8/2018,1/9/2018,YouGov,B,1312,rv,.5354086,.0240346,44,37,49.39206,40.22845,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/wtt95as3fo/econTabReport.pdf,50781,80205,1/10/2018,18:00:15  2 Mar 2018
Voters,3/2/2018,1/7/2018,1/11/2018,Ipsos,A-,1324,rv,.120003,.0053,43.3,33.4,47.91713,37.27743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50791,80217,1/12/2018,18:00:15  2 Mar 2018
Voters,3/2/2018,1/6/2018,1/11/2018,Greenberg Quinlan Rosner (Democracy Corps),B-,720,lv,1.035978,.0735941,48,40,47.13742,38.69687,"","",http://www.democracycorps.com/attachments/article/1079/Dcorp%20National%20Phone%20Pre-Test%20011118%20FQ_for%20release.pdf,50843,80346,1/12/2018,18:00:15  2 Mar 2018
Voters,3/2/2018,1/8/2018,1/10/2018,Marist College,A,1092,rv,1.848011,.1177043,46,40,45.84012,40.23486,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us180108_PBS_NPR/NPR_PBS%20NewsHour_Marist%20Poll_National%20Nature%20of%20the%20Sample%20and%20Tables_Trump_January%202018.pdf#page=3,50810,80263,1/11/2018,18:00:15  2 Mar 2018
Voters,3/2/2018,1/8/2018,1/11/2018,Emerson College,B,600,rv,.9293153,.0710952,45.2,40.3,45.30815,39.19835,"","",http://www.emerson.edu/communication-studies/emerson-college-polling-society/latest-polls,50787,80216,1/12/2018,18:00:15  2 Mar 2018
Voters,3/2/2018,1/8/2018,1/12/2018,Ipsos,A-,1409,rv,.1271496,.0060805,42.6,36.1,47.21712,39.97742,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50803,80247,1/13/2018,18:00:15  2 Mar 2018
Voters,3/2/2018,1/9/2018,1/13/2018,Ipsos,A-,1354,rv,.1216497,.0062687,40.9,35.9,45.51713,39.77743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50802,80246,1/14/2018,18:00:15  2 Mar 2018
Voters,3/2/2018,1/10/2018,1/14/2018,Ipsos,A-,1253,rv,.1120578,.0061974,41,35.2,45.61713,39.07743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50801,80245,1/15/2018,18:00:15  2 Mar 2018
Voters,3/2/2018,1/11/2018,1/15/2018,Ipsos,A-,1299,rv,.1155709,.0068384,41.1,35.1,45.71712,38.97742,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50800,80244,1/16/2018,18:00:15  2 Mar 2018
Voters,3/2/2018,1/10/2018,1/15/2018,Pew Research Center,B+,1215,rv,1.705481,.1584327,53,39,50.80988,39.09935,"","",http://assets.pewresearch.org/wp-content/uploads/sites/5/2018/01/18151440/1-18-2018-Political-report-topline-for-release-FOR-STITCH.pdf,50812,80267,1/16/2018,18:00:15  2 Mar 2018
Voters,3/2/2018,1/12/2018,1/16/2018,Quinnipiac University,A-,1212,rv,1.031337,.0776407,50,39,47.48565,39.00731,"","",https://poll.qu.edu/images/polling/us/us01182018_udfn34.pdf/,50807,80265,1/17/2018,18:00:15  2 Mar 2018
Voters,3/2/2018,1/12/2018,1/16/2018,Ipsos,A-,1309,rv,.1157954,.0073107,40.3,37,44.91713,40.87743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50822,80284,1/17/2018,18:00:15  2 Mar 2018
Voters,3/2/2018,1/11/2018,1/16/2018,Morning Consult,"",1993,rv,.3948588,.0254575,41,38,45.40178,38.60244,"","",https://morningconsult.com/wp-content/uploads/2018/01/180108_crosstabs_POLITICO_v1_AP-1.pdf,50805,80254,1/17/2018,18:00:15  2 Mar 2018
Voters,3/2/2018,1/13/2018,1/17/2018,Ipsos,A-,1258,rv,.1105267,.0074323,40.3,35.2,44.91713,39.07743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50821,80283,1/18/2018,18:00:15  2 Mar 2018
Voters,3/2/2018,1/13/2018,1/17/2018,NBC News/Wall Street Journal,A-,765,rv,1.325197,.1312261,49,43,48.19416,41.46187,"","",https://www.scribd.com/document/369546604/18033-NBCWSJ-January-Poll-1-19-18-Release,50816,80296,1/18/2018,18:00:15  2 Mar 2018
Voters,3/2/2018,1/14/2018,1/16/2018,YouGov,B,1309,rv,.5349402,.0356666,42,36,47.39206,39.22845,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/gcv50vr08k/econTabReport.pdf,50806,80257,1/17/2018,18:00:15  2 Mar 2018
